interaction_id,lead_id,customer_id,advisor_id,channel,direction,interaction_at,duration_sec,notes
I0010751,L0002440,C005245,A0044,phone,outbound,2024-11-23T17:41:43,211,"Test sürüşü için tekrar arandı, bu hafta zamanı yok. Haftaya tekrar aranacak."
I0010752,L0002440,C005245,A0044,whatsapp,outbound,2024-11-27T13:48:17,,"Fiyat konusunda tereddütlü. Finansman seçenekleri anlatıldı, hesaplama gönderilecek."
I0010753,L0002440,C005245,A0044,whatsapp,inbound,2024-11-29T09:06:27,,"Rakip markadan araç almış, konuyu kapattık."
I0010754,L0002441,C005965,A0012,email,outbound,2026-04-18T18:08:49,,"İlk temas. Müşteri MINI Cooper ve rakip modelleri karşılaştırıyor, en geç ay sonuna karar verecek."
I0010755,L0002441,C005965,A0012,phone,inbound,2026-05-04T17:45:10,167,"Müşteri geri dönüş yaptı, S Favoured yerine daha üst donanımı düşünüyor. Yeni fiyat çalışılacak."
I0010756,L0002441,C005965,A0012,whatsapp,outbound,2026-05-05T13:12:24,,Finansman için evrak listesi gönderildi. 48 ay vade seçeneğini soruyor.
I0010757,L0002441,C005965,A0012,whatsapp,outbound,06.05.2026 13:01:26,,"Stokta istediği renk yok, 6-8 hafta teslim süresi söylendi. Alternatif renk önerildi."
I0010758,L0002441,C005965,A0012,whatsapp,outbound,2026-05-08T14:06:03,,"Fiyat konusunda tereddütlü. Finansman seçenekleri anlatıldı, hesaplama gönderilecek."
I0010759,L0002441,C005965,A0012,phone,outbound,2026-05-08T15:33:01,340,"Şirket aracı olarak alınacak, kurumsal filo fiyatı talep edildi. Filo ekibiyle görüşülecek."
I0010760,L0002441,C005965,A0012,phone,inbound,2026-05-11T14:10:43,750,"Alımı ileri bir tarihe erteledi, 6 ay sonra tekrar aranacak."
I0010761,L0002442,C005557,A0052,phone,outbound,2025-12-18T11:25:42,264,"Cevap yok, sesli mesaj bırakıldı. BMW X5 ilgisi web formundan."
I0010762,L0002442,C005557,A0052,phone,outbound,2025-12-22T12:37:45,297,"Müşteri geri dönüş yaptı, xDrive30d M Sport yerine daha üst donanımı düşünüyor. Yeni fiyat çalışılacak."
I0010763,L0002442,C005557,A0052,showroom_visit,outbound,2025-12-22T12:43:17,91,"Fiyat konusunda tereddütlü. Finansman seçenekleri anlatıldı, hesaplama gönderilecek."
I0010764,L0002442,C005557,A0052,phone,inbound,2025-12-23T14:24:12,78,"Fiyat konusunda tereddütlü. Finansman seçenekleri anlatıldı, hesaplama gönderilecek."
I0010765,L0002442,C005557,A0052,email,outbound,2025-12-24T10:23:15,,"Müşteri teklifi rakip bayi ile karşılaştırıyor, daha iyi fiyat bekliyor."
I0010766,L0002442,C005557,A0052,phone,inbound,2025-12-24T14:46:22,214,"Şirket aracı olarak alınacak, kurumsal filo fiyatı talep edildi. Filo ekibiyle görüşülecek."
I0010767,L0002442,C005557,A0052,whatsapp,outbound,2025-12-26T14:42:46,,"3 kez arandı, ulaşılamadı. Kayıt kapatıldı."
I0010768,L0002443,C003231,A0013,showroom_visit,outbound,2025-07-05T13:23:16,655,
I0010769,L0002443,C003231,A0013,phone,inbound,2025-07-07T15:53:08,92,"Teklif iletildi, %3 iskonto ile. Müşteri eşiyle değerlendirecek."
I0010770,L0002443,C003231,A0013,email,outbound,2025-07-08T12:15:57,,"Stokta istediği renk yok, 6-8 hafta teslim süresi söylendi. Alternatif renk önerildi."
I0010771,L0002443,C003231,A0013,phone,inbound,2025-07-12T14:16:49,42,"Sözleşme imzalandı, kapora alındı. Teslimat planlandı. BMW iX1 eDrive20 M Sport."
I0010772,L0002444,C002356,A0091,showroom_visit,outbound,2025-05-12T10:25:43,484,"Ulaşıldı. MINI Aceman için showroom randevusu teklif edildi, uygun günü bildirecek."
I0010773,L0002444,C002356,A0091,showroom_visit,outbound,2025-05-16T16:20:10,477,"Showroom ziyareti. Test sürüşü sonrası görüşüldü, araçtan memnun kaldı. Renk ve donanım netleşti."
I0010774,L0002444,C002356,A0091,phone,outbound,2025-05-26T13:02:52,228,"Rakip markadan araç almış, konuyu kapattık."
I0010775,L0002445,C005757,A0064,email,outbound,2026-03-24T13:11:56,,"İlk temas. Müşteri MINI Countryman ve rakip modelleri karşılaştırıyor, en geç ay sonuna karar verecek."
I0010776,L0002445,C005757,A0064,whatsapp,outbound,2026-03-30T13:52:34,,"Şirket aracı olarak alınacak, kurumsal filo fiyatı talep edildi. Filo ekibiyle görüşülecek."
I0010777,L0002445,C005757,A0064,phone,outbound,2026-03-30T16:18:55,395,"Müşteri teklifi rakip bayi ile karşılaştırıyor, daha iyi fiyat bekliyor."
I0010778,L0002445,C005757,A0064,whatsapp,outbound,2026-04-03T09:15:18,,"Fiyatı yüksek buldu, bütçesini aşıyor. Şimdilik vazgeçti."
I0010779,L0002446,C001063,A0082,phone,outbound,2025-09-20T13:47:11,820,"Müşteri aradı, BMW X2 sDrive20i M Sport için kampanya var mı diye sordu. Güncel liste paylaşıldı."
I0010780,L0002446,C001063,A0082,email,outbound,2025-09-24T13:33:54,,"Whatsapp üzerinden görsel ve fiyat listesi paylaşıldı. Okundu, cevap bekleniyor."
I0010781,L0002446,C001063,A0082,phone,inbound,2025-09-30T13:29:24,717,"Test sürüşü sonrası görüşüldü, araçtan memnun kaldı. Renk ve donanım netleşti."
I0010782,L0002446,C001063,A0082,whatsapp,outbound,2025-10-02T11:07:39,,"Farklı bir segmente yöneldi, ihtiyaç değişti."
I0010783,L0002447,C000870,A0011,phone,outbound,2026-03-17T09:33:36,177,"Müşteri aradı, BMW X3 xDrive20d M Sport için kampanya var mı diye sordu. Güncel liste paylaşıldı."
I0010784,L0002447,C000870,A0011,whatsapp,outbound,2026-03-17T10:21:09,,"Şirket aracı olarak alınacak, kurumsal filo fiyatı talep edildi. Filo ekibiyle görüşülecek."
I0010785,L0002447,C000870,A0011,phone,outbound,2026-03-17T13:46:44,324,"Müşteri acele etmiyor, yıl sonu kampanyalarını beklemek istiyor."
I0010786,L0002447,C000870,A0011,showroom_visit,inbound,2026-03-17T15:46:25,96,"Showroom ziyareti. Whatsapp üzerinden görsel ve fiyat listesi paylaşıldı. Okundu, cevap bekleniyor."
I0010787,L0002447,C000870,A0011,phone,inbound,2026-03-18T13:21:53,552,"Müşteri teklifi rakip bayi ile karşılaştırıyor, daha iyi fiyat bekliyor."
I0010788,L0002447,C000870,A0011,email,outbound,2026-03-19T12:48:03,,"Mesajlara dönüş yapmıyor, kapatıldı."
I0010789,L0002448,C005217,A0052,showroom_visit,outbound,2025-10-28T13:59:54,172,"Mevcut aracını takasa vermek istiyor, MINI Cooper için değerleme talep etti."
I0010790,L0002448,C005217,A0052,whatsapp,outbound,10.11.2025 11:18:52,,"Test sürüşü sonrası görüşüldü, araçtan memnun kaldı. Renk ve donanım netleşti."
I0010791,L0002448,C005217,A0052,showroom_visit,inbound,2025-11-13T16:38:50,338,Finansman için evrak listesi gönderildi. 48 ay vade seçeneğini soruyor.
I0010792,L0002448,C005217,A0052,whatsapp,inbound,2025-11-17T12:16:30,,"Satış tamamlandı. Müşteri memnun, referans olabileceğini söyledi."
I0010793,L0002449,C005308,A0022,phone,outbound,2026-06-30T12:46:51,858,"İlk temas. Müşteri Land Rover Range Rover Evoque ve rakip modelleri karşılaştırıyor, en geç ay sonuna karar verecek."
I0010794,L0002449,C005308,A0022,phone,inbound,2026-07-01T12:44:16,856,"Whatsapp üzerinden görsel ve fiyat listesi paylaşıldı. Okundu, cevap bekleniyor."
I0010795,L0002449,C005308,A0022,phone,outbound,2026-07-02T14:37:53,243,"Whatsapp üzerinden görsel ve fiyat listesi paylaşıldı. Okundu, cevap bekleniyor."
I0010796,L0002449,C005308,A0022,whatsapp,outbound,2026-07-02T14:57:13,,"Whatsapp üzerinden görsel ve fiyat listesi paylaşıldı. Okundu, cevap bekleniyor."
I0010797,L0002449,C005308,A0022,email,inbound,2026-07-02T18:06:00,,"Şirket aracı olarak alınacak, kurumsal filo fiyatı talep edildi. Filo ekibiyle görüşülecek."
I0010798,L0002449,C005308,A0022,whatsapp,inbound,2026-07-03T14:12:01,,"Whatsapp üzerinden görsel ve fiyat listesi paylaşıldı. Okundu, cevap bekleniyor."
I0010799,L0002449,C005308,A0022,email,outbound,2026-07-06T16:20:59,,"Satış tamamlandı. Müşteri memnun, referans olabileceğini söyledi."
I0010800,L0002450,C000429,A0073,whatsapp,outbound,2026-06-16T16:38:52,,"Müşteri BMW X1 ile ilgileniyor, xDrive25e M Sport donanımı soruldu. Fiyat bilgisi verildi, düşünecek."
I0010801,L0002450,C000429,A0073,email,outbound,2026-06-22T13:40:25,,"Stokta istediği renk yok, 6-8 hafta teslim süresi söylendi. Alternatif renk önerildi."
I0010802,L0002450,C000429,A0073,phone,outbound,2026-06-23T13:35:16,603,"Whatsapp üzerinden görsel ve fiyat listesi paylaşıldı. Okundu, cevap bekleniyor."
I0010803,L0002450,C000429,A0073,showroom_visit,outbound,2026-06-23T15:38:06,524,"Showroom ziyareti. Müşteri teklifi rakip bayi ile karşılaştırıyor, daha iyi fiyat bekliyor."
I0010804,L0002450,C000429,A0073,phone,inbound,2026-06-29T09:44:30,31,"Stokta istediği renk yok, 6-8 hafta teslim süresi söylendi. Alternatif renk önerildi."
I0010805,L0002450,C000429,A0073,phone,outbound,2026-06-29T12:27:13,41,"Alımı ileri bir tarihe erteledi, 6 ay sonra tekrar aranacak."
I0010806,L0002451,C002038,A0033,whatsapp,outbound,2026-08-03T17:46:45,,
I0010807,L0002451,C002038,A0033,email,outbound,2026-08-06T09:57:56,,"Şirket aracı olarak alınacak, kurumsal filo fiyatı talep edildi. Filo ekibiyle görüşülecek."
I0010808,L0002451,C002038,A0033,phone,outbound,2026-08-08T12:37:25,37,"Müşteri teklifi rakip bayi ile karşılaştırıyor, daha iyi fiyat bekliyor."
I0010809,L0002451,C002038,A0033,phone,inbound,2026-08-08T16:30:55,468,"Fiyat konusunda tereddütlü. Finansman seçenekleri anlatıldı, hesaplama gönderilecek."
I0010810,L0002451,C002038,A0033,whatsapp,outbound,2026-08-08T16:59:16,,"Müşteri acele etmiyor, yıl sonu kampanyalarını beklemek istiyor."
I0010811,L0002451,C002038,A0033,whatsapp,outbound,2026-08-10T13:53:22,,"Stokta istediği renk yok, 6-8 hafta teslim süresi söylendi. Alternatif renk önerildi."
I0010812,L0002451,C002038,A0033,phone,outbound,2026-08-13T12:48:27,214,"3 kez arandı, ulaşılamadı. Kayıt kapatıldı."
I0010813,L0002452,C004103,A0071,whatsapp,outbound,2025-10-04T17:12:10,,"Cevap yok, sesli mesaj bırakıldı. BMW iX1 ilgisi web formundan."
I0010814,L0002452,C004103,A0071,whatsapp,outbound,2025-10-06T15:14:08,,"Müşteri acele etmiyor, yıl sonu kampanyalarını beklemek istiyor."
I0010815,L0002452,C004103,A0071,showroom_visit,outbound,2025-10-06T15:47:16,648,"Showroom ziyareti. Whatsapp üzerinden görsel ve fiyat listesi paylaşıldı. Okundu, cevap bekleniyor."
I0010816,L0002452,C004103,A0071,phone,inbound,2025-10-08T13:35:45,196,"Whatsapp üzerinden görsel ve fiyat listesi paylaşıldı. Okundu, cevap bekleniyor."
I0010817,L0002452,C004103,A0071,phone,outbound,2025-10-10T13:46:00,774,"Whatsapp üzerinden görsel ve fiyat listesi paylaşıldı. Okundu, cevap bekleniyor."
I0010818,L0002452,C004103,A0071,showroom_visit,outbound,2025-10-10T16:42:16,442,"Kredi onayı çıkmadı, alım ertelendi."
I0010819,L0002453,C003425,A0044,whatsapp,outbound,2025-05-03T15:06:47,,"Ulaşıldı. BMW iX2 için showroom randevusu teklif edildi, uygun günü bildirecek."
I0010820,L0002453,C003425,A0044,sms,outbound,2025-05-19T12:55:58,,"Sözleşme imzalandı, kapora alındı. Teslimat planlandı. BMW iX2 eDrive20 M Sport."
I0010821,L0002454,C001669,A0011,whatsapp,outbound,2025-10-31T13:45:33,,"Cevap yok, sesli mesaj bırakıldı. Land Rover Range Rover Evoque ilgisi web formundan."
I0010822,L0002454,C001669,A0011,showroom_visit,outbound,2025-11-01T10:52:40,368,"Showroom ziyareti. Stokta istediği renk yok, 6-8 hafta teslim süresi söylendi. Alternatif renk önerildi."
I0010823,L0002454,C001669,A0011,phone,inbound,2025-11-03T16:20:21,169,Finansman için evrak listesi gönderildi. 48 ay vade seçeneğini soruyor.
I0010824,L0002454,C001669,A0011,phone,inbound,2025-11-04T13:26:08,737,"Şirket aracı olarak alınacak, kurumsal filo fiyatı talep edildi. Filo ekibiyle görüşülecek."
I0010825,L0002454,C001669,A0011,email,inbound,2025-11-07T15:11:42,,"Müşteri teklifi rakip bayi ile karşılaştırıyor, daha iyi fiyat bekliyor."
I0010826,L0002454,C001669,A0011,phone,outbound,2025-11-08T16:44:10,762,Finansman için evrak listesi gönderildi. 48 ay vade seçeneğini soruyor.
I0010827,L0002454,C001669,A0011,showroom_visit,outbound,2025-11-10T15:05:13,43,"Kredi onayı çıkmadı, alım ertelendi."
I0010828,L0002455,C004760,A0133,whatsapp,outbound,2025-10-03T15:03:28,,"Ulaşıldı. MINI Cooper için showroom randevusu teklif edildi, uygun günü bildirecek."
I0010829,L0002455,C004760,A0133,email,inbound,2025-10-13T13:25:31,,"Satış tamamlandı. Müşteri memnun, referans olabileceğini söyledi."
I0010830,L0002456,C004476,A0034,phone,outbound,2026-06-20T15:12:12,360,"Müşteri Land Rover Range Rover Evoque ile ilgileniyor, P300e Dynamic HSE donanımı soruldu. Fiyat bilgisi verildi, düşünecek."
I0010831,L0002456,C004476,A0034,showroom_visit,outbound,2026-07-11T14:02:26,616,"Fiyatı yüksek buldu, bütçesini aşıyor. Şimdilik vazgeçti."
I0010832,L0002457,C001068,A0093,phone,outbound,2024-11-12T13:55:06,598,"Müşteri BMW X3 ile ilgileniyor, xDrive30e M Sport donanımı soruldu. Fiyat bilgisi verildi, düşünecek."
I0010833,L0002457,C001068,A0093,email,outbound,2025-03-17T13:44:45,,"Şirket aracı olarak alınacak, kurumsal filo fiyatı talep edildi. Filo ekibiyle görüşülecek."
I0010834,L0002457,C001068,A0093,phone,inbound,13.05.2025 13:12:45,432,"Stokta istediği renk yok, 6-8 hafta teslim süresi söylendi. Alternatif renk önerildi."
I0010835,L0002457,C001068,A0093,phone,outbound,2026-08-05T14:11:36,465,"Fiyat konusunda tereddütlü. Finansman seçenekleri anlatıldı, hesaplama gönderilecek."
I0010836,L0002458,C001179,A0044,showroom_visit,outbound,2026-05-30T17:56:08,722,"Ulaşıldı. Land Rover Range Rover Evoque için showroom randevusu teklif edildi, uygun günü bildirecek."
I0010837,L0002458,C001179,A0044,whatsapp,inbound,2026-06-01T17:18:05,,Finansman için evrak listesi gönderildi. 48 ay vade seçeneğini soruyor.
I0010838,L0002458,C001179,A0044,whatsapp,outbound,2026-06-05T09:39:28,,"Müşteri acele etmiyor, yıl sonu kampanyalarını beklemek istiyor."
I0010839,L0002458,C001179,A0044,whatsapp,outbound,2026-06-05T15:45:56,,"Şirket aracı olarak alınacak, kurumsal filo fiyatı talep edildi. Filo ekibiyle görüşülecek."
I0010840,L0002458,C001179,A0044,phone,inbound,2026-06-06T16:42:53,56,"Şirket aracı olarak alınacak, kurumsal filo fiyatı talep edildi. Filo ekibiyle görüşülecek."
I0010841,L0002458,C001179,A0044,showroom_visit,outbound,2026-06-12T18:11:12,236,"Stokta istediği renk yok, 6-8 hafta teslim süresi söylendi. Alternatif renk önerildi."
I0010842,L0002458,C001179,A0044,email,outbound,2026-06-13T10:43:08,,"İstenen iskonto verilemedi, müşteri kapattı."
I0010843,L0002459,C005864,A0134,whatsapp,outbound,2025-09-11T16:57:36,,"Müşteri aradı, MINI Aceman E Favoured için kampanya var mı diye sordu. Güncel liste paylaşıldı."
I0010844,L0002459,C005864,A0134,phone,inbound,2025-09-18T15:17:38,527,Finansman için evrak listesi gönderildi. 48 ay vade seçeneğini soruyor.
I0010845,L0002459,C005864,A0134,email,outbound,2025-09-30T13:09:58,,Finansman için evrak listesi gönderildi. 48 ay vade seçeneğini soruyor.
I0010846,L0002459,C005864,A0134,whatsapp,outbound,2025-10-06T13:14:32,,"Kredi onayı çıkmadı, alım ertelendi."
I0010847,L0002460,C003665,A0092,phone,outbound,2026-07-07T12:48:23,803,"Mevcut aracını takasa vermek istiyor, BMW 5 Serisi için değerleme talep etti."
I0010848,L0002460,C003665,A0092,phone,outbound,2026-08-03T14:35:09,334,"Müşteri geri dönüş yaptı, 530e xDrive yerine daha üst donanımı düşünüyor. Yeni fiyat çalışılacak."
I0010849,L0002460,C003665,A0092,phone,inbound,2026-08-14T18:09:40,624,"Randevu iptal edildi, iş seyahati. Ayın 15'inden sonra tekrar aranacak."
I0010850,L0002460,C003665,A0092,email,inbound,2026-08-19T16:12:25,,"Fiyat konusunda tereddütlü. Finansman seçenekleri anlatıldı, hesaplama gönderilecek."
I0010851,L0002461,C001672,A0071,phone,outbound,2024-11-28T17:24:21,567,BMW iX1 için bilgi talebi. Stok durumu ve teslim süresi soruldu. Katalog paylaşıldı.
I0010852,L0002461,C001672,A0071,email,inbound,2024-12-03T12:44:52,,"Randevu iptal edildi, iş seyahati. Ayın 15'inden sonra tekrar aranacak."
I0010853,L0002461,C001672,A0071,whatsapp,outbound,2024-12-16T11:53:15,,"Müşteri geri dönüş yaptı, xDrive30 M Sport yerine daha üst donanımı düşünüyor. Yeni fiyat çalışılacak."
I0010854,L0002461,C001672,A0071,phone,outbound,2024-12-20T15:27:08,641,"Stokta istediği renk yok, 6-8 hafta teslim süresi söylendi. Alternatif renk önerildi."
I0010855,L0002461,C001672,A0071,showroom_visit,outbound,2024-12-23T13:36:12,836,"Showroom ziyareti. Whatsapp üzerinden görsel ve fiyat listesi paylaşıldı. Okundu, cevap bekleniyor."
I0010856,L0002461,C001672,A0071,email,outbound,2024-12-30T15:07:03,,"Test sürüşü sonrası görüşüldü, araçtan memnun kaldı. Renk ve donanım netleşti."
I0010857,L0002461,C001672,A0071,showroom_visit,inbound,2024-12-30T15:25:34,404,"3 kez arandı, ulaşılamadı. Kayıt kapatıldı."
I0010858,L0002462,C000091,A0033,phone,outbound,11.12.2025 14:25:31,271,"Mevcut aracını takasa vermek istiyor, BMW 1 Serisi için değerleme talep etti."
I0010859,L0002462,C000091,A0033,whatsapp,outbound,2025-12-31T13:54:02,,"Sözleşme imzalandı, kapora alındı. Teslimat planlandı. BMW 1 Serisi 118i M Sport."
I0010860,L0002463,C000461,A0091,whatsapp,outbound,2025-03-05T15:55:00,,"Ulaşıldı. MINI Cooper için showroom randevusu teklif edildi, uygun günü bildirecek."
I0010861,L0002463,C000461,A0091,phone,inbound,2025-03-06T13:17:57,615,"Test sürüşü için tekrar arandı, bu hafta zamanı yok. Haftaya tekrar aranacak."
I0010862,L0002463,C000461,A0091,showroom_visit,outbound,2025-03-11T15:39:38,866,"Müşteri teklifi rakip bayi ile karşılaştırıyor, daha iyi fiyat bekliyor."
I0010863,L0002463,C000461,A0091,phone,inbound,2025-03-11T18:16:19,717,"Müşteri acele etmiyor, yıl sonu kampanyalarını beklemek istiyor."
I0010864,L0002463,C000461,A0091,whatsapp,inbound,2025-03-12T14:11:37,,"Test sürüşü için tekrar arandı, bu hafta zamanı yok. Haftaya tekrar aranacak."
I0010865,L0002463,C000461,A0091,email,outbound,2025-03-13T13:52:25,,"İstenen iskonto verilemedi, müşteri kapattı."
I0010866,L0002464,C004167,A0042,whatsapp,outbound,2025-02-28T13:22:36,,"Müşteri aradı, MINI Countryman E Favoured için kampanya var mı diye sordu. Güncel liste paylaşıldı."
I0010867,L0002464,C004167,A0042,phone,inbound,2025-03-04T12:40:41,881,"Şirket aracı olarak alınacak, kurumsal filo fiyatı talep edildi. Filo ekibiyle görüşülecek."
I0010868,L0002464,C004167,A0042,email,outbound,2025-03-11T11:42:12,,"Stokta istediği renk yok, 6-8 hafta teslim süresi söylendi. Alternatif renk önerildi."
I0010869,L0002464,C004167,A0042,phone,outbound,2025-03-11T12:27:03,466,"Müşteri acele etmiyor, yıl sonu kampanyalarını beklemek istiyor."
I0010870,L0002464,C004167,A0042,showroom_visit,inbound,2025-03-12T15:32:10,888,"Showroom ziyareti. Randevu iptal edildi, iş seyahati. Ayın 15'inden sonra tekrar aranacak."
I0010871,L0002464,C004167,A0042,whatsapp,inbound,2025-03-17T17:21:42,,"Farklı bir segmente yöneldi, ihtiyaç değişti."
I0010872,L0002465,C004534,A0011,phone,outbound,2025-10-27T13:05:23,495,
I0010873,L0002465,C004534,A0011,showroom_visit,inbound,2025-11-14T17:45:30,619,"Showroom ziyareti. Teklif iletildi, %5 iskonto ile. Müşteri eşiyle değerlendirecek."
I0010874,L0002465,C004534,A0011,whatsapp,outbound,2025-11-17T12:44:10,,"Şirket aracı olarak alınacak, kurumsal filo fiyatı talep edildi. Filo ekibiyle görüşülecek."
I0010875,L0002465,C004534,A0011,phone,inbound,17.11.2025 15:44:45,186,"Randevu iptal edildi, iş seyahati. Ayın 15'inden sonra tekrar aranacak."
I0010876,L0002465,C004534,A0011,whatsapp,outbound,2025-12-01T13:39:20,,"Müşteri acele etmiyor, yıl sonu kampanyalarını beklemek istiyor."
I0010877,L0002465,C004534,A0011,whatsapp,outbound,2025-12-01T14:24:11,,"Mesajlara dönüş yapmıyor, kapatıldı."
I0010878,L0002466,C000287,A0064,email,outbound,2025-01-21T15:14:49,,"Ulaşıldı. BMW X1 için showroom randevusu teklif edildi, uygun günü bildirecek."
I0010879,L0002466,C000287,A0064,showroom_visit,outbound,2025-01-27T13:20:41,365,"Showroom ziyareti. Test sürüşü için tekrar arandı, bu hafta zamanı yok. Haftaya tekrar aranacak."
I0010880,L0002466,C000287,A0064,phone,outbound,2025-01-28T15:17:40,45,"Müşteri acele etmiyor, yıl sonu kampanyalarını beklemek istiyor."
I0010881,L0002466,C000287,A0064,phone,outbound,2025-02-01T14:35:34,770,"Şirket aracı olarak alınacak, kurumsal filo fiyatı talep edildi. Filo ekibiyle görüşülecek."
I0010882,L0002466,C000287,A0064,whatsapp,outbound,2025-02-05T16:16:31,,"Farklı bir segmente yöneldi, ihtiyaç değişti."
I0010883,L0002467,C000919,A0052,showroom_visit,outbound,2024-09-17T14:26:13,260,"Mevcut aracını takasa vermek istiyor, Land Rover Range Rover Evoque için değerleme talep etti."
I0010884,L0002467,C000919,A0052,sms,outbound,2024-09-18T14:42:09,,"Müşteri teklifi rakip bayi ile karşılaştırıyor, daha iyi fiyat bekliyor."
I0010885,L0002467,C000919,A0052,whatsapp,inbound,2024-09-21T11:02:35,,"Teklif iletildi, %5 iskonto ile. Müşteri eşiyle değerlendirecek."
I0010886,L0002467,C000919,A0052,showroom_visit,inbound,2024-09-23T09:32:50,562,"Müşteri teklifi rakip bayi ile karşılaştırıyor, daha iyi fiyat bekliyor."
I0010887,L0002467,C000919,A0052,showroom_visit,outbound,2024-09-28T11:48:43,142,"Whatsapp üzerinden görsel ve fiyat listesi paylaşıldı. Okundu, cevap bekleniyor."
I0010888,L0002467,C000919,A0052,showroom_visit,outbound,2024-09-30T12:13:20,624,"Sözleşme imzalandı, kapora alındı. Teslimat planlandı. Land Rover Range Rover Evoque P160 Dynamic SE."
I0010889,L0002468,C000539,A0142,sms,outbound,2026-06-10T11:46:57,,"Müşteri aradı, BMW X7 xDrive40d M Sport için kampanya var mı diye sordu. Güncel liste paylaşıldı."
I0010890,L0002468,C000539,A0142,phone,outbound,2026-07-20T12:21:48,565,"Şirket aracı olarak alınacak, kurumsal filo fiyatı talep edildi. Filo ekibiyle görüşülecek."
I0010891,L0002468,C000539,A0142,phone,outbound,2026-07-25T13:13:12,729,"Whatsapp üzerinden görsel ve fiyat listesi paylaşıldı. Okundu, cevap bekleniyor."
I0010892,L0002468,C000539,A0142,whatsapp,outbound,2026-08-10T11:56:38,,"Müşteri geri dönüş yaptı, xDrive40d M Sport yerine daha üst donanımı düşünüyor. Yeni fiyat çalışılacak."
I0010893,L0002468,C000539,A0142,showroom_visit,outbound,2026-08-19T14:07:37,798,"Showroom ziyareti. Randevu iptal edildi, iş seyahati. Ayın 15'inden sonra tekrar aranacak."
I0010894,L0002468,C000539,A0142,phone,outbound,2026-08-24T14:42:30,283,"Test sürüşü için tekrar arandı, bu hafta zamanı yok. Haftaya tekrar aranacak."
I0010895,L0002469,C002061,A0024,whatsapp,outbound,2025-08-19T12:37:18,,MINI Countryman için bilgi talebi. Stok durumu ve teslim süresi soruldu. Katalog paylaşıldı.
I0010896,L0002469,C002061,A0024,email,outbound,2025-09-22T12:56:15,,"Müşteri acele etmiyor, yıl sonu kampanyalarını beklemek istiyor."
I0010897,L0002469,C002061,A0024,showroom_visit,inbound,2025-09-30T11:06:12,805,"Mesajlara dönüş yapmıyor, kapatıldı."
I0010898,L0002470,C003102,A0032,email,outbound,2026-02-17T15:45:09,,"Cevap yok, sesli mesaj bırakıldı. MINI Cooper ilgisi web formundan."
I0010899,L0002470,C003102,A0032,email,inbound,2026-03-07T13:25:44,,"Stokta istediği renk yok, 6-8 hafta teslim süresi söylendi. Alternatif renk önerildi."
I0010900,L0002470,C003102,A0032,showroom_visit,inbound,2026-03-09T14:02:13,554,
I0010901,L0002470,C003102,A0032,phone,outbound,2026-03-09T15:32:29,788,"Müşteri geri dönüş yaptı, S Favoured yerine daha üst donanımı düşünüyor. Yeni fiyat çalışılacak."
I0010902,L0002470,C003102,A0032,whatsapp,outbound,2026-03-09T17:42:19,,"Fiyatı yüksek buldu, bütçesini aşıyor. Şimdilik vazgeçti."
I0010903,L0002471,C000912,A0081,phone,outbound,2024-11-14T17:20:59,771,"Cevap yok, sesli mesaj bırakıldı. MINI Cooper ilgisi web formundan."
I0010904,L0002471,C000912,A0081,sms,outbound,2024-11-23T10:51:26,,"Müşteri acele etmiyor, yıl sonu kampanyalarını beklemek istiyor."
I0010905,L0002471,C000912,A0081,email,inbound,2024-11-28T11:49:28,,"Müşteri geri dönüş yaptı, S Favoured yerine daha üst donanımı düşünüyor. Yeni fiyat çalışılacak."
I0010906,L0002471,C000912,A0081,phone,outbound,2024-11-28T13:06:15,269,"Stokta istediği renk yok, 6-8 hafta teslim süresi söylendi. Alternatif renk önerildi."
I0010907,L0002471,C000912,A0081,phone,outbound,2024-12-07T13:19:38,350,"Stokta istediği renk yok, 6-8 hafta teslim süresi söylendi. Alternatif renk önerildi."
I0010908,L0002471,C000912,A0081,email,inbound,2024-12-07T14:58:30,,"3 kez arandı, ulaşılamadı. Kayıt kapatıldı."
I0010909,L0002472,C002250,A0041,showroom_visit,outbound,2026-06-22T11:55:22,120,"Ulaşıldı. Land Rover Range Rover Evoque için showroom randevusu teklif edildi, uygun günü bildirecek."
I0010910,L0002472,C002250,A0041,phone,outbound,2026-07-03T18:56:56,522,"Teklif iletildi, %7 iskonto ile. Müşteri eşiyle değerlendirecek."
I0010911,L0002472,C002250,A0041,sms,outbound,2026-07-04T15:18:56,,"Test sürüşü sonrası görüşüldü, araçtan memnun kaldı. Renk ve donanım netleşti."
I0010912,L0002472,C002250,A0041,email,inbound,2026-07-07T13:40:41,,"Test sürüşü sonrası görüşüldü, araçtan memnun kaldı. Renk ve donanım netleşti."
I0010913,L0002472,C002250,A0041,phone,outbound,2026-07-09T14:51:00,861,"Test sürüşü sonrası görüşüldü, araçtan memnun kaldı. Renk ve donanım netleşti."
I0010914,L0002472,C002250,A0041,showroom_visit,outbound,2026-07-17T11:46:35,829,"Teklif iletildi, %7 iskonto ile. Müşteri eşiyle değerlendirecek."
I0010915,L0002472,C002250,A0041,showroom_visit,inbound,2026-07-17T15:12:39,227,"Başka bayiden daha iyi teklif almış, oradan aldı."
I0010916,L0002473,C003308,A0023,phone,outbound,2025-09-24T10:49:41,848,"Ulaşıldı. BMW i5 için showroom randevusu teklif edildi, uygun günü bildirecek."
